tid,label,day,hour,poi,lat,lon
8034,350,Wednesday,14,21714,30.2679095833,-97.7493124167
8034,350,Wednesday,14,9371,30.2680373406,-97.7493202686
8034,350,Wednesday,18,17208,30.2691029532,-97.7493953705
8034,350,Wednesday,19,19267,30.2696496544,-97.7489876747
8034,350,Wednesday,23,18758,30.2367865827,-97.7628627419
8037,350,Thursday,1,72530,30.1557218929,-97.8021812439
8037,350,Thursday,14,17208,30.2691029532,-97.7493953705
8037,350,Thursday,18,18568,30.2695755256,-97.7495133877
8037,350,Thursday,18,17208,30.2691029532,-97.7493953705
8037,350,Thursday,21,9371,30.2680373406,-97.7493202686
8037,350,Thursday,21,21714,30.2679095833,-97.7493124167
8037,350,Thursday,22,17208,30.2691029532,-97.7493953705
8037,350,Friday,15,17208,30.2691029532,-97.7493953705
8037,350,Friday,17,13339,30.2703917,-97.7509832333
8037,350,Friday,18,18266,30.2748674667,-97.7516181167
8037,350,Friday,19,15692,30.2731890667,-97.7505764333
8037,350,Friday,21,17208,30.2691029532,-97.7493953705
8037,350,Saturday,16,94302,30.0825284022,-97.8258383274
8037,350,Saturday,17,18758,30.2367865827,-97.7628627419
8037,350,Saturday,20,201009,30.24144365,-97.7837265333
8037,350,Saturday,21,17208,30.2691029532,-97.7493953705
8037,350,Saturday,21,9371,30.2680373406,-97.7493202686
8037,350,Saturday,21,9225,30.2662396721,-97.7459084988
8037,350,Sunday,15,16233,30.2734394142,-97.7663683891
8037,350,Sunday,18,25510,30.4017692003,-97.7263069153
8037,350,Sunday,18,14812,30.4001660009,-97.7263981104
8037,350,Sunday,18,32710,30.44422125,-97.7439066167
8037,350,Monday,0,70624,30.1610930315,-97.7922463417
8037,350,Monday,15,17208,30.2691029532,-97.7493953705
8037,350,Monday,18,17208,30.2691029532,-97.7493953705
8037,350,Monday,20,9371,30.2680373406,-97.7493202686
8037,350,Monday,20,21714,30.2679095833,-97.7493124167
8037,350,Monday,21,17208,30.2691029532,-97.7493953705
8037,350,Tuesday,5,72530,30.1557218929,-97.8021812439
8037,350,Tuesday,14,17208,30.2691029532,-97.7493953705
8037,350,Tuesday,16,9371,30.2680373406,-97.7493202686
8037,350,Tuesday,16,21714,30.2679095833,-97.7493124167
8037,350,Tuesday,18,17208,30.2691029532,-97.7493953705
8037,350,Tuesday,22,9371,30.2680373406,-97.7493202686
8037,350,Tuesday,22,17208,30.2691029532,-97.7493953705
8037,350,Tuesday,23,58082,30.2431428833,-97.73552365
8037,350,Wednesday,0,10614,30.3608787,-97.68740415
8037,350,Wednesday,14,17208,30.2691029532,-97.7493953705
8037,350,Wednesday,18,17208,30.2691029532,-97.7493953705
8037,350,Wednesday,22,17208,30.2691029532,-97.7493953705
8038,350,Thursday,15,17208,30.2691029532,-97.7493953705
8038,350,Thursday,18,188353,30.2694087356,-97.7495884895
8038,350,Thursday,18,17208,30.2691029532,-97.7493953705
8038,350,Thursday,20,9371,30.2680373406,-97.7493202686
8038,350,Thursday,20,21714,30.2679095833,-97.7493124167
8038,350,Thursday,20,10740,30.2673979674,-97.7493417263
8038,350,Thursday,22,17208,30.2691029532,-97.7493953705
8038,350,Friday,15,17208,30.2691029532,-97.7493953705
8038,350,Friday,17,78290,30.269767797,-97.7482661605
8038,350,Friday,19,17208,30.2691029532,-97.7493953705
8038,350,Friday,22,9371,30.2680373406,-97.7493202686
8038,350,Friday,23,72530,30.1557218929,-97.8021812439
8038,350,Saturday,17,21134,30.2155034833,-97.83969615
8038,350,Saturday,18,103786,30.2224742,-97.8403432
8038,350,Saturday,23,72530,30.1557218929,-97.8021812439
8038,350,Sunday,17,16233,30.2734394142,-97.7663683891
8038,350,Sunday,23,70589,30.1632564333,-97.78916825
8038,350,Monday,18,70624,30.1610930315,-97.7922463417
8038,350,Wednesday,16,154479,30.2380564543,-97.7973532677
8038,350,Wednesday,17,103786,30.2224742,-97.8403432
8038,350,Wednesday,23,14242,30.26230215,-97.7614974833
8038,350,Wednesday,23,176740,30.2625907333,-97.7611405
8038,350,Wednesday,23,18452,30.2628017711,-97.7621519566
8038,350,Wednesday,23,51844,30.2624620667,-97.7623715333
8038,350,Wednesday,23,9266,30.2623879833,-97.7615833167
8039,350,Thursday,1,17208,30.2691029532,-97.7493953705
8039,350,Thursday,1,9371,30.2680373406,-97.7493202686
8039,350,Thursday,1,9453,30.2955079,-97.7428507667
8039,350,Thursday,2,11356,30.270617,-97.7359414
8039,350,Thursday,3,259969,30.1990444458,-97.7609074116
8039,350,Thursday,17,174747,30.168346851,-97.7827191353
8039,350,Saturday,4,72530,30.1557218929,-97.8021812439
8039,350,Saturday,14,72530,30.1557218929,-97.8021812439
8039,350,Sunday,1,72530,30.1557218929,-97.8021812439
8039,350,Sunday,16,16233,30.2734394142,-97.7663683891
8039,350,Sunday,18,18758,30.2367865827,-97.7628627419
8039,350,Monday,0,9410,30.2015573297,-97.6671266556
8039,350,Monday,23,18744,30.2175793667,-97.8414189667
8039,350,Tuesday,5,72530,30.1557218929,-97.8021812439
8039,350,Tuesday,14,72530,30.1557218929,-97.8021812439
8039,350,Tuesday,19,13299,30.2444426402,-97.7519488335
8039,350,Tuesday,23,32159,30.16677315,-97.7929494667
8039,350,Wednesday,16,21134,30.2155034833,-97.83969615
8039,350,Wednesday,23,59301,30.2661192086,-97.7445405722
8041,350,Friday,10,9410,30.2015573297,-97.6671266556
8041,350,Sunday,4,72530,30.1557218929,-97.8021812439
8041,350,Sunday,16,16233,30.2734394142,-97.7663683891
8041,350,Sunday,16,103786,30.2224742,-97.8403432
8041,350,Monday,15,17208,30.2691029532,-97.7493953705
8041,350,Monday,18,18568,30.2695755256,-97.7495133877
8041,350,Monday,18,17208,30.2691029532,-97.7493953705
8041,350,Monday,21,201098,30.1705729801,-97.7983188629
8041,350,Tuesday,15,201098,30.1705729801,-97.7983188629
8041,350,Tuesday,15,156410,30.1714425481,-97.8230810165
8041,350,Tuesday,17,75514,30.162883346,-97.7937054634
8041,350,Tuesday,20,72530,30.1557218929,-97.8021812439
8041,350,Tuesday,23,32159,30.16677315,-97.7929494667
8041,350,Wednesday,0,15641,30.2428132,-97.7826466833
8041,350,Wednesday,4,72530,30.1557218929,-97.8021812439
8041,350,Wednesday,15,17208,30.2691029532,-97.7493953705
8041,350,Wednesday,18,17208,30.2691029532,-97.7493953705
8041,350,Wednesday,21,9371,30.2680373406,-97.7493202686
8041,350,Wednesday,21,21714,30.2679095833,-97.7493124167
8041,350,Thursday,5,72530,30.1557218929,-97.8021812439
8041,350,Thursday,15,17208,30.2691029532,-97.7493953705
8041,350,Thursday,21,21714,30.2679095833,-97.7493124167
8041,350,Thursday,23,17208,30.2691029532,-97.7493953705
8041,350,Thursday,23,9370,30.2678382333,-97.7472925167
8042,350,Friday,19,72530,30.1557218929,-97.8021812439
8042,350,Friday,23,103786,30.2224742,-97.8403432
8042,350,Saturday,0,32282,30.2141398167,-97.8290804333
8042,350,Saturday,23,13031,30.2546525,-97.762506
8042,350,Sunday,0,316637,30.2557309927,-97.7633857727
8042,350,Sunday,16,16233,30.2734394142,-97.7663683891
8042,350,Monday,6,72530,30.1557218929,-97.8021812439
8042,350,Monday,14,17208,30.2691029532,-97.7493953705
8042,350,Monday,18,293641,30.2694643323,-97.7499103546
8042,350,Monday,18,17208,30.2691029532,-97.7493953705
8042,350,Monday,22,18568,30.2695755256,-97.7495133877
8042,350,Monday,22,17208,30.2691029532,-97.7493953705
8042,350,Tuesday,4,72530,30.1557218929,-97.8021812439
8042,350,Tuesday,16,17208,30.2691029532,-97.7493953705
8042,350,Tuesday,21,17208,30.2691029532,-97.7493953705
8042,350,Wednesday,14,17208,30.2691029532,-97.7493953705
8042,350,Wednesday,19,18568,30.2695755256,-97.7495133877
8042,350,Wednesday,19,17208,30.2691029532,-97.7493953705
8042,350,Wednesday,21,21714,30.2679095833,-97.7493124167
8042,350,Wednesday,21,9371,30.2680373406,-97.7493202686
8042,350,Thursday,15,17208,30.2691029532,-97.7493953705
8042,350,Thursday,18,17208,30.2691029532,-97.7493953705
8043,350,Friday,0,103786,30.2224742,-97.8403432
8043,350,Friday,17,156410,30.1714425481,-97.8230810165
8043,350,Friday,19,75514,30.162883346,-97.7937054634
8043,350,Friday,20,80963,30.1627313667,-97.7917140167
8043,350,Sunday,15,16233,30.2734394142,-97.7663683891
8043,350,Sunday,16,85725,30.2643408333,-97.7675430333
8043,350,Sunday,17,51498,30.5562064833,-97.6878015667
8043,350,Sunday,18,199812,30.5575543667,-97.6875950833
8043,350,Sunday,18,12043,30.5572166774,-97.689871788
8043,350,Monday,13,17208,30.2691029532,-97.7493953705
8043,350,Monday,17,17208,30.2691029532,-97.7493953705
8043,350,Tuesday,16,17208,30.2691029532,-97.7493953705
8043,350,Tuesday,17,9371,30.2680373406,-97.7493202686
8043,350,Tuesday,17,21714,30.2679095833,-97.7493124167
8043,350,Tuesday,19,18568,30.2695755256,-97.7495133877
8043,350,Tuesday,20,17208,30.2691029532,-97.7493953705
8043,350,Tuesday,23,32159,30.16677315,-97.7929494667
8043,350,Wednesday,1,103910,30.3024189667,-97.7322740333
8043,350,Wednesday,15,17208,30.2691029532,-97.7493953705
8043,350,Wednesday,18,17208,30.2691029532,-97.7493953705
8043,350,Wednesday,19,420315,30.2691029532,-97.7493953705
8043,350,Wednesday,20,9371,30.2680373406,-97.7493202686
8043,350,Wednesday,20,21714,30.2679095833,-97.7493124167
8043,350,Wednesday,22,18568,30.2695755256,-97.7495133877
8043,350,Wednesday,22,420315,30.2691029532,-97.7493953705
8043,350,Thursday,0,72530,30.1557218929,-97.8021812439
8043,350,Thursday,6,72530,30.1557218929,-97.8021812439
8044,350,Friday,14,420315,30.2691029532,-97.7493953705
8044,350,Friday,18,402099,30.2689657735,-97.7501113871
8044,350,Friday,18,420315,30.2691029532,-97.7493953705
8044,350,Friday,21,18568,30.2695755256,-97.7495133877
8044,350,Friday,22,9371,30.2680373406,-97.7493202686
8044,350,Friday,22,420315,30.2691029532,-97.7493953705
8044,350,Saturday,0,103786,30.2224742,-97.8403432
8044,350,Saturday,21,9410,30.2015573297,-97.6671266556
8044,350,Saturday,22,11368,30.2493640765,-97.7494704723
8044,350,Sunday,0,13682,30.2473528978,-97.7501785755
8044,350,Sunday,14,16233,30.2734394142,-97.7663683891
8044,350,Monday,15,420315,30.2691029532,-97.7493953705
8044,350,Monday,18,420315,30.2691029532,-97.7493953705
8044,350,Monday,21,420315,30.2691029532,-97.7493953705
8044,350,Tuesday,14,420315,30.2691029532,-97.7493953705
8044,350,Tuesday,18,420315,30.2691029532,-97.7493953705
8044,350,Tuesday,18,402099,30.2689657735,-97.7501113871
8044,350,Tuesday,18,365814,30.2689053667,-97.7498251
8044,350,Tuesday,18,188353,30.2694087356,-97.7495884895
8044,350,Tuesday,18,293641,30.2694643323,-97.7499103546
8044,350,Tuesday,18,18568,30.2695755256,-97.7495133877
8044,350,Tuesday,18,18268,30.2686674434,-97.7505433559
8044,350,Tuesday,18,43711,30.2697851261,-97.7493430889
8044,350,Tuesday,18,331619,30.2699120667,-97.7497345833
8044,350,Tuesday,18,161959,30.2697276667,-97.7490836833
8044,350,Wednesday,6,72530,30.1557218929,-97.8021812439
8044,350,Wednesday,14,420315,30.2691029532,-97.7493953705
8044,350,Wednesday,19,420315,30.2691029532,-97.7493953705
8044,350,Wednesday,22,420315,30.2691029532,-97.7493953705
8044,350,Thursday,0,72530,30.1557218929,-97.8021812439
8044,350,Thursday,3,72530,30.1557218929,-97.8021812439
8044,350,Thursday,12,420315,30.2691029532,-97.7493953705
8044,350,Thursday,15,420315,30.2691029532,-97.7493953705
8044,350,Thursday,19,420315,30.2691029532,-97.7493953705
8044,350,Thursday,20,9410,30.2015573297,-97.6671266556
8044,350,Thursday,22,15593,30.2024382148,-97.8082323074
8044,350,Thursday,23,103786,30.2224742,-97.8403432
8046,350,Friday,0,505620,30.4645901704,-97.8189611435
8046,350,Friday,4,505620,30.4645901704,-97.8189611435
8046,350,Friday,14,505620,30.4645901704,-97.8189611435
8046,350,Friday,18,505620,30.4645901704,-97.8189611435
8046,350,Friday,22,505620,30.4645901704,-97.8189611435
8046,350,Saturday,14,505620,30.4645901704,-97.8189611435
8046,350,Saturday,18,505620,30.4645901704,-97.8189611435
8046,350,Saturday,23,103786,30.2224742,-97.8403432
8046,350,Sunday,15,16233,30.2734394142,-97.7663683891
8046,350,Sunday,21,75514,30.162883346,-97.7937054634
8046,350,Monday,5,72530,30.1557218929,-97.8021812439
8046,350,Monday,16,420315,30.2691029532,-97.7493953705
8046,350,Monday,19,420315,30.2691029532,-97.7493953705
8046,350,Monday,23,420315,30.2691029532,-97.7493953705
8046,350,Tuesday,14,420315,30.2691029532,-97.7493953705
8046,350,Tuesday,18,420315,30.2691029532,-97.7493953705
8046,350,Tuesday,23,32159,30.16677315,-97.7929494667
8046,350,Wednesday,15,9410,30.2015573297,-97.6671266556
8046,350,Wednesday,15,420315,30.2691029532,-97.7493953705
8046,350,Wednesday,18,420315,30.2691029532,-97.7493953705
8046,350,Wednesday,20,9371,30.2680373406,-97.7493202686
8046,350,Wednesday,20,21714,30.2679095833,-97.7493124167
8046,350,Wednesday,22,75514,30.162883346,-97.7937054634
8047,350,Friday,3,72530,30.1557218929,-97.8021812439
8047,350,Friday,14,286576,30.17253195,-97.7993863833
8047,350,Friday,14,420315,30.2691029532,-97.7493953705
8047,350,Friday,16,9371,30.2680373406,-97.7493202686
8047,350,Friday,16,21714,30.2679095833,-97.7493124167
8047,350,Friday,18,420315,30.2691029532,-97.7493953705
8047,350,Saturday,0,31409,30.2285015333,-97.8197950167
8047,350,Saturday,16,13299,30.2444426402,-97.7519488335
8047,350,Saturday,18,13611,30.2614223833,-97.75902985
8047,350,Saturday,18,54049,30.2647407333,-97.76956065
8047,350,Sunday,0,9456,30.2945530333,-97.78488635
8047,350,Sunday,2,9266,30.2623879833,-97.7615833167
8047,350,Sunday,2,255878,30.2611219,-97.758677
8047,350,Sunday,2,45930,30.26257725,-97.7589294333
8047,350,Sunday,2,19288,30.2616776833,-97.7597859333
8047,350,Sunday,16,16233,30.2734394142,-97.7663683891
8047,350,Sunday,19,103786,30.2224742,-97.8403432
8047,350,Monday,16,156410,30.1714425481,-97.8230810165
8047,350,Monday,20,72530,30.1557218929,-97.8021812439
8047,350,Tuesday,3,72530,30.1557218929,-97.8021812439
8047,350,Tuesday,4,174747,30.168346851,-97.7827191353
8047,350,Tuesday,4,85097,30.1623780667,-97.8076862833
8047,350,Tuesday,4,14221,30.1541876667,-97.7938985667
8047,350,Tuesday,4,16411,30.1579483071,-97.7940273285
8047,350,Tuesday,14,420315,30.2691029532,-97.7493953705
8047,350,Tuesday,18,420315,30.2691029532,-97.7493953705
8047,350,Tuesday,20,9371,30.2680373406,-97.7493202686
8047,350,Tuesday,20,21714,30.2679095833,-97.7493124167
8047,350,Tuesday,21,420315,30.2691029532,-97.7493953705
8047,350,Wednesday,0,32159,30.16677315,-97.7929494667
8047,350,Wednesday,15,420315,30.2691029532,-97.7493953705
8047,350,Wednesday,18,420315,30.2691029532,-97.7493953705
8047,350,Wednesday,21,9371,30.2680373406,-97.7493202686
8047,350,Wednesday,21,21714,30.2679095833,-97.7493124167
8047,350,Wednesday,21,420315,30.2691029532,-97.7493953705
8047,350,Thursday,15,420315,30.2691029532,-97.7493953705
8047,350,Thursday,18,420315,30.2691029532,-97.7493953705
8047,350,Thursday,20,9371,30.2680373406,-97.7493202686
8047,350,Thursday,20,324054,30.2692077167,-97.7477555
8047,350,Thursday,21,21714,30.2679095833,-97.7493124167
8047,350,Thursday,22,420315,30.2691029532,-97.7493953705
8047,350,Thursday,22,18758,30.2367865827,-97.7628627419
8047,350,Thursday,23,9410,30.2015573297,-97.6671266556
8049,350,Friday,3,72530,30.1557218929,-97.8021812439
8049,350,Friday,15,420315,30.2691029532,-97.7493953705
8049,350,Friday,18,420315,30.2691029532,-97.7493953705
8049,350,Friday,21,420315,30.2691029532,-97.7493953705
8049,350,Sunday,0,103786,30.2224742,-97.8403432
8049,350,Sunday,2,420315,30.2691029532,-97.7493953705
8049,350,Sunday,3,624141,30.266148,-97.746083
8049,350,Sunday,3,9225,30.2662396721,-97.7459084988
8049,350,Sunday,15,16233,30.2734394142,-97.7663683891
8049,350,Sunday,23,16233,30.2734394142,-97.7663683891
8049,350,Monday,16,420315,30.2691029532,-97.7493953705
8049,350,Monday,21,9371,30.2680373406,-97.7493202686
8049,350,Monday,21,21714,30.2679095833,-97.7493124167
8049,350,Monday,22,420315,30.2691029532,-97.7493953705
8049,350,Monday,23,103786,30.2224742,-97.8403432
8049,350,Tuesday,14,420315,30.2691029532,-97.7493953705
8049,350,Tuesday,16,18568,30.2695755256,-97.7495133877
8049,350,Tuesday,18,420315,30.2691029532,-97.7493953705
8049,350,Tuesday,21,21714,30.2679095833,-97.7493124167
8049,350,Tuesday,21,9371,30.2680373406,-97.7493202686
8049,350,Tuesday,22,420315,30.2691029532,-97.7493953705
8049,350,Tuesday,23,32159,30.16677315,-97.7929494667
8049,350,Wednesday,0,103910,30.3024189667,-97.7322740333
8049,350,Wednesday,14,420315,30.2691029532,-97.7493953705
8049,350,Wednesday,17,420315,30.2691029532,-97.7493953705
8049,350,Wednesday,21,420315,30.2691029532,-97.7493953705
8049,350,Wednesday,21,9371,30.2680373406,-97.7493202686
8049,350,Wednesday,21,21714,30.2679095833,-97.7493124167
8049,350,Thursday,13,420315,30.2691029532,-97.7493953705
8049,350,Thursday,19,420315,30.2691029532,-97.7493953705
8049,350,Thursday,19,18758,30.2367865827,-97.7628627419
8052,350,Friday,14,420315,30.2691029532,-97.7493953705
8052,350,Friday,17,420315,30.2691029532,-97.7493953705
8052,350,Friday,20,9371,30.2680373406,-97.7493202686
8052,350,Friday,20,21714,30.2679095833,-97.7493124167
8052,350,Friday,21,420315,30.2691029532,-97.7493953705
8052,350,Sunday,15,16233,30.2734394142,-97.7663683891
8052,350,Sunday,18,491887,30.1584541833,-97.7908624333
8052,350,Sunday,22,16233,30.2734394142,-97.7663683891
8052,350,Monday,14,187410,30.1673226333,-97.7905392333
8052,350,Monday,14,420315,30.2691029532,-97.7493953705
8052,350,Monday,17,420315,30.2691029532,-97.7493953705
8052,350,Monday,19,9371,30.2680373406,-97.7493202686
8052,350,Monday,19,21714,30.2679095833,-97.7493124167
8052,350,Monday,22,420315,30.2691029532,-97.7493953705
8052,350,Tuesday,23,11888,30.2587428544,-97.7525281906
8052,350,Wednesday,0,247052,30.2746563,-97.7416048833
8052,350,Wednesday,0,9233,30.2741899361,-97.7404904366
8052,350,Wednesday,1,9233,30.2741899361,-97.7404904366
8052,350,Wednesday,17,78290,30.269767797,-97.7482661605
8052,350,Wednesday,21,420315,30.2691029532,-97.7493953705
8052,350,Wednesday,22,18758,30.2367865827,-97.7628627419
8052,350,Thursday,1,420315,30.2691029532,-97.7493953705
8052,350,Thursday,4,420315,30.2691029532,-97.7493953705
8052,350,Thursday,15,420315,30.2691029532,-97.7493953705
8052,350,Thursday,16,78290,30.269767797,-97.7482661605
8052,350,Thursday,19,420315,30.2691029532,-97.7493953705
8052,350,Thursday,19,21714,30.2679095833,-97.7493124167
8052,350,Thursday,19,9371,30.2680373406,-97.7493202686
8053,350,Friday,15,14644,29.458369,-98.7002921
8053,350,Friday,15,14734,29.4567704167,-98.6978673833
8053,350,Friday,18,14682,29.4526402099,-98.7004745007
8053,350,Friday,20,14735,29.4560194,-98.6980175833
8053,350,Friday,22,14658,29.4598174,-98.70001315
8053,350,Friday,22,14644,29.458369,-98.7002921
8053,350,Friday,23,71336,29.4369962333,-98.4940087667
8053,350,Saturday,1,16411,30.1579483071,-97.7940273285
8053,350,Saturday,16,9371,30.2680373406,-97.7493202686
8053,350,Saturday,16,21714,30.2679095833,-97.7493124167
8053,350,Saturday,16,420315,30.2691029532,-97.7493953705
8053,350,Saturday,16,10475,30.2509617667,-97.75437355
8053,350,Saturday,22,811376,30.2686674434,-97.7505433559
8053,350,Sunday,0,420315,30.2691029532,-97.7493953705
8053,350,Sunday,3,9225,30.2662396721,-97.7459084988
8053,350,Sunday,4,420315,30.2691029532,-97.7493953705
8053,350,Sunday,14,16233,30.2734394142,-97.7663683891
8053,350,Sunday,18,225668,30.2363138526,-97.7933835983
8053,350,Sunday,22,16233,30.2734394142,-97.7663683891
8053,350,Monday,14,420315,30.2691029532,-97.7493953705
8053,350,Monday,17,420315,30.2691029532,-97.7493953705
8053,350,Monday,20,187410,30.1673226333,-97.7905392333
8053,350,Tuesday,13,420315,30.2691029532,-97.7493953705
8053,350,Tuesday,15,21714,30.2679095833,-97.7493124167
8053,350,Tuesday,17,420315,30.2691029532,-97.7493953705
8053,350,Tuesday,23,32159,30.16677315,-97.7929494667
8053,350,Wednesday,15,420315,30.2691029532,-97.7493953705
8053,350,Wednesday,18,420315,30.2691029532,-97.7493953705
8053,350,Wednesday,22,29016,30.16130225,-97.7923150833
8053,350,Thursday,14,420315,30.2691029532,-97.7493953705
8053,350,Thursday,18,420315,30.2691029532,-97.7493953705
8054,350,Friday,15,420315,30.2691029532,-97.7493953705
8054,350,Friday,17,17831,30.2670273144,-97.7445030212
8054,350,Friday,20,420315,30.2691029532,-97.7493953705
8054,350,Friday,22,30476,30.2374632833,-97.8412116667
8054,350,Friday,23,103786,30.2224742,-97.8403432
8054,350,Sunday,0,453462,30.16005645,-97.7905544167
8054,350,Sunday,14,16233,30.2734394142,-97.7663683891
8054,350,Monday,13,420315,30.2691029532,-97.7493953705
8054,350,Monday,19,420315,30.2691029532,-97.7493953705
8054,350,Tuesday,16,420315,30.2691029532,-97.7493953705
8054,350,Tuesday,18,365814,30.2689053667,-97.7498251
8054,350,Tuesday,22,32159,30.16677315,-97.7929494667
8054,350,Tuesday,23,103910,30.3024189667,-97.7322740333
8054,350,Wednesday,17,420315,30.2691029532,-97.7493953705
8054,350,Wednesday,21,46946,30.265405691,-97.7477914095
8054,350,Thursday,14,420315,30.2691029532,-97.7493953705
8056,350,Friday,14,420315,30.2691029532,-97.7493953705
8056,350,Friday,15,9371,30.2680373406,-97.7493202686
8056,350,Friday,15,21714,30.2679095833,-97.7493124167
8056,350,Friday,22,103837,30.1679921667,-97.7841763667
8056,350,Saturday,23,103786,30.2224742,-97.8403432
8056,350,Sunday,14,16233,30.2734394142,-97.7663683891
8056,350,Sunday,22,16233,30.2734394142,-97.7663683891
8056,350,Monday,0,75514,30.162883346,-97.7937054634
8056,350,Monday,13,420315,30.2691029532,-97.7493953705
8056,350,Monday,13,9371,30.2680373406,-97.7493202686
8056,350,Monday,13,21714,30.2679095833,-97.7493124167
8056,350,Monday,16,420315,30.2691029532,-97.7493953705
8056,350,Monday,20,420315,30.2691029532,-97.7493953705
8056,350,Tuesday,14,420315,30.2691029532,-97.7493953705
8056,350,Tuesday,18,420315,30.2691029532,-97.7493953705
8056,350,Tuesday,21,420315,30.2691029532,-97.7493953705
8056,350,Wednesday,0,72530,30.1557218929,-97.8021812439
8056,350,Wednesday,13,420315,30.2691029532,-97.7493953705
8056,350,Wednesday,21,420315,30.2691029532,-97.7493953705
8056,350,Thursday,14,420315,30.2691029532,-97.7493953705
8058,350,Friday,0,72530,30.1557218929,-97.8021812439
8058,350,Friday,14,420315,30.2691029532,-97.7493953705
8058,350,Friday,21,420315,30.2691029532,-97.7493953705
8058,350,Friday,23,18758,30.2367865827,-97.7628627419
8058,350,Saturday,17,560447,30.2158581134,-97.8335418409
8058,350,Saturday,23,608105,30.248923845,-97.7496260405
8058,350,Sunday,0,1046631,30.2675977167,-97.7414150167
8058,350,Sunday,1,1038401,30.2690658886,-97.7456724644
8058,350,Sunday,14,16233,30.2734394142,-97.7663683891
8058,350,Monday,14,420315,30.2691029532,-97.7493953705
8058,350,Monday,17,420315,30.2691029532,-97.7493953705
8058,350,Monday,22,9371,30.2680373406,-97.7493202686
8058,350,Monday,22,21714,30.2679095833,-97.7493124167
8058,350,Tuesday,0,78290,30.269767797,-97.7482661605
8058,350,Tuesday,3,420315,30.2691029532,-97.7493953705
8058,350,Tuesday,6,420315,30.2691029532,-97.7493953705
8058,350,Tuesday,8,517690,30.2691939462,-97.7501848668
8058,350,Tuesday,8,692862,30.2694272678,-97.7511441708
8058,350,Tuesday,16,420315,30.2691029532,-97.7493953705
8058,350,Tuesday,20,9371,30.2680373406,-97.7493202686
8058,350,Tuesday,20,21714,30.2679095833,-97.7493124167
8058,350,Tuesday,23,103910,30.3024189667,-97.7322740333
8058,350,Wednesday,4,72530,30.1557218929,-97.8021812439
8058,350,Wednesday,13,121420,30.2009082515,-97.8384017944
8058,350,Wednesday,17,45288,31.1030264667,-97.3573956667
8058,350,Wednesday,18,20457,31.8029405167,-97.1019720333
8058,350,Wednesday,23,12615,32.8996753667,-97.2401618833
8058,350,Thursday,16,9078,32.7223598833,-97.3579645
8058,350,Thursday,16,9085,32.7215337667,-97.3574066
8059,350,Friday,22,30090,32.8509195333,-97.2382093
8059,350,Saturday,21,12218,32.92500615,-97.2462344167
8059,350,Sunday,0,13153,32.7568214292,-97.3339185119
8059,350,Sunday,14,12615,32.8996753667,-97.2401618833
8059,350,Monday,1,11057,32.0110809667,-97.094357
8059,350,Monday,14,420315,30.2691029532,-97.7493953705
8059,350,Monday,20,9371,30.2680373406,-97.7493202686
8059,350,Monday,20,21714,30.2679095833,-97.7493124167
8059,350,Monday,21,420315,30.2691029532,-97.7493953705
8059,350,Tuesday,2,72530,30.1557218929,-97.8021812439
8059,350,Tuesday,7,72530,30.1557218929,-97.8021812439
8059,350,Tuesday,15,420315,30.2691029532,-97.7493953705
8059,350,Tuesday,15,9371,30.2680373406,-97.7493202686
8059,350,Tuesday,15,21714,30.2679095833,-97.7493124167
8059,350,Tuesday,19,420315,30.2691029532,-97.7493953705
8059,350,Tuesday,23,201009,30.24144365,-97.7837265333
8059,350,Wednesday,4,72530,30.1557218929,-97.8021812439
8059,350,Wednesday,14,420315,30.2691029532,-97.7493953705
8059,350,Wednesday,20,420315,30.2691029532,-97.7493953705
8059,350,Wednesday,22,18758,30.2367865827,-97.7628627419
8059,350,Thursday,2,57917,30.1668256338,-97.7914953232
8059,350,Thursday,15,420315,30.2691029532,-97.7493953705
8059,350,Thursday,23,72530,30.1557218929,-97.8021812439
8060,350,Friday,13,420315,30.2691029532,-97.7493953705
8060,350,Friday,13,42986,30.2745526333,-97.7522177167
8060,350,Friday,16,27622,30.3595636695,-97.7346646786
8060,350,Saturday,23,223313,30.236999774,-97.7922356129
8060,350,Sunday,21,16233,30.2734394142,-97.7663683891
8060,350,Monday,0,103786,30.2224742,-97.8403432
8060,350,Monday,15,21714,30.2679095833,-97.7493124167
8060,350,Monday,15,9371,30.2680373406,-97.7493202686
8060,350,Monday,22,420315,30.2691029532,-97.7493953705
8060,350,Tuesday,14,420315,30.2691029532,-97.7493953705
8060,350,Tuesday,17,420315,30.2691029532,-97.7493953705
8060,350,Tuesday,19,9365,30.2691793333,-97.7511334333
8060,350,Tuesday,19,692862,30.2694272678,-97.7511441708
8060,350,Wednesday,14,420315,30.2691029532,-97.7493953705
8060,350,Wednesday,14,21714,30.2679095833,-97.7493124167
8060,350,Wednesday,14,9371,30.2680373406,-97.7493202686
8060,350,Wednesday,23,103786,30.2224742,-97.8403432
8060,350,Thursday,15,420315,30.2691029532,-97.7493953705
8060,350,Thursday,17,13339,30.2703917,-97.7509832333
8060,350,Thursday,19,9371,30.2680373406,-97.7493202686
8060,350,Thursday,19,21714,30.2679095833,-97.7493124167
8060,350,Thursday,21,32159,30.16677315,-97.7929494667
8061,350,Friday,14,420315,30.2691029532,-97.7493953705
8061,350,Friday,17,78290,30.269767797,-97.7482661605
8061,350,Friday,21,420315,30.2691029532,-97.7493953705
