tid,label,day,hour,poi,price,rating,weather
9888,349,Friday,9,Shop & Service,-999,-999.0,Clouds
9888,349,Friday,11,Food,3,8.7,Rain
9888,349,Friday,11,Food,2,7.5,Rain
9888,349,Friday,11,Food,2,7.7,Clouds
9888,349,Friday,13,Shop & Service,-999,-999.0,Rain
9888,349,Friday,13,Food,2,-999.0,Rain
9888,349,Friday,13,Food,2,6.1,Rain
9888,349,Friday,16,Shop & Service,-999,6.0,Rain
9888,349,Friday,16,Travel & Transport,-999,7.1,Rain
9888,349,Friday,18,College & University,-999,-999.0,Rain
9888,349,Friday,18,Shop & Service,-999,8.8,Rain
9888,349,Friday,18,Food,1,9.2,Rain
9888,349,Friday,18,Shop & Service,-999,5.2,Clouds
9888,349,Friday,18,College & University,-999,-999.0,Clouds
9888,349,Friday,19,College & University,-999,-999.0,Rain
9888,349,Friday,19,Outdoors & Recreation,-999,9.2,Rain
9888,349,Friday,19,Nightlife Spot,3,7.5,Rain
9888,349,Friday,19,Food,2,8.9,Rain
9888,349,Saturday,13,Shop & Service,-999,-999.0,Clouds
9888,349,Saturday,14,Food,1,7.3,Clouds
9888,349,Saturday,14,Travel & Transport,-999,-999.0,Clouds
9888,349,Saturday,15,Professional & Other Places,-999,-999.0,Clouds
9888,349,Saturday,18,Shop & Service,-999,6.0,Clouds
9888,349,Sunday,11,Food,1,6.2,Rain
9888,349,Sunday,12,Food,2,9.3,Clouds
9888,349,Sunday,14,Shop & Service,-999,8.9,Clouds
9888,349,Sunday,14,Shop & Service,-999,9.6,Clouds
9888,349,Sunday,15,Shop & Service,-999,7.9,Clouds
9888,349,Sunday,15,Food,3,9.1,Rain
9889,349,Tuesday,7,Residence,-999,-999.0,Rain
9889,349,Tuesday,7,Travel & Transport,-999,-999.0,Rain
9889,349,Tuesday,7,Professional & Other Places,-999,-999.0,Rain
9889,349,Tuesday,7,Food,1,-999.0,Rain
9889,349,Tuesday,8,Outdoors & Recreation,-999,6.0,Clouds
9889,349,Tuesday,8,Shop & Service,-999,6.6,Clouds
9889,349,Tuesday,8,Shop & Service,-999,7.2,Clouds
9889,349,Tuesday,8,Shop & Service,-999,-999.0,Clouds
9889,349,Tuesday,11,Shop & Service,-999,6.4,Clear
9889,349,Tuesday,11,Residence,-999,-999.0,Clear
9889,349,Tuesday,11,Food,1,-999.0,Clear
9889,349,Wednesday,16,Shop & Service,-999,-999.0,Clear
9889,349,Wednesday,18,Food,1,9.1,Clear
9889,349,Wednesday,18,Arts & Entertainment,-999,9.4,Clear
9889,349,Wednesday,19,Professional & Other Places,-999,-999.0,Clear
9889,349,Wednesday,20,Food,1,8.2,Clear
9889,349,Wednesday,20,Food,1,7.3,Clear
9889,349,Wednesday,21,Food,2,9.1,Clear
9889,349,Wednesday,22,Outdoors & Recreation,-999,-999.0,Clear
9889,349,Wednesday,22,Professional & Other Places,-999,-999.0,Clear
9889,349,Wednesday,22,Professional & Other Places,-999,-999.0,Clear
9889,349,Thursday,8,Shop & Service,-999,6.6,Clear
9889,349,Thursday,8,Shop & Service,-999,-999.0,Clear
9889,349,Thursday,9,Food,1,6.3,Clear
9889,349,Thursday,13,Professional & Other Places,-999,-999.0,Clear
9889,349,Thursday,13,Shop & Service,-999,-999.0,Clear
9889,349,Friday,9,Shop & Service,-999,-999.0,Clear
9889,349,Friday,10,Professional & Other Places,-999,8.5,Clear
9889,349,Friday,10,Residence,-999,-999.0,Clear
9889,349,Friday,11,Food,2,9.3,Clear
9889,349,Friday,12,Food,2,8.6,Clear
9889,349,Friday,12,Outdoors & Recreation,-999,6.9,Clear
9889,349,Friday,13,Shop & Service,-999,-999.0,Clear
9889,349,Friday,13,Shop & Service,-999,6.7,Clear
9889,349,Friday,14,Outdoors & Recreation,-999,9.7,Clear
9889,349,Friday,14,Travel & Transport,-999,8.1,Clear
9889,349,Friday,15,Food,2,9.2,Clear
9889,349,Friday,15,Food,2,8.5,Clear
9889,349,Friday,16,Shop & Service,-999,-999.0,Clear
9889,349,Friday,16,Shop & Service,-999,-999.0,Clear
9889,349,Friday,16,Outdoors & Recreation,-999,8.3,Clear
9889,349,Friday,18,Food,2,7.8,Clear
9889,349,Friday,18,Shop & Service,-999,6.6,Clear
9889,349,Friday,19,Food,2,-999.0,Clear
9889,349,Friday,19,Professional & Other Places,-999,-999.0,Clear
9889,349,Friday,22,Professional & Other Places,-999,-999.0,Clear
9889,349,Friday,22,Shop & Service,-999,-999.0,Clear
9889,349,Saturday,10,Residence,-999,-999.0,Clear
9889,349,Saturday,15,Shop & Service,-999,8.6,Clear
9889,349,Saturday,15,Event,-999,-999.0,Clear
9889,349,Saturday,19,Outdoors & Recreation,-999,9.7,Clear
9889,349,Saturday,21,Food,2,8.7,Clouds
9889,349,Saturday,22,Travel & Transport,-999,8.8,Clouds
9889,349,Saturday,22,Professional & Other Places,-999,-999.0,Clouds
9889,349,Saturday,22,Nightlife Spot,2,8.3,Clouds
9889,349,Saturday,23,Nightlife Spot,2,-999.0,Clouds
9889,349,Saturday,23,Shop & Service,-999,-999.0,Clouds
9889,349,Saturday,23,Nightlife Spot,2,-999.0,Clouds
9889,349,Sunday,4,Travel & Transport,-999,-999.0,Clouds
9889,349,Sunday,14,Travel & Transport,-999,4.8,Rain
9889,349,Sunday,14,Shop & Service,-999,5.2,Rain
9889,349,Sunday,16,Shop & Service,-999,8.8,Rain
9889,349,Sunday,16,Food,4,-999.0,Rain
9889,349,Sunday,18,Nightlife Spot,2,6.2,Clouds
9890,349,Monday,11,Professional & Other Places,-999,-999.0,Clouds
9890,349,Monday,11,Professional & Other Places,-999,-999.0,Clouds
9890,349,Monday,11,Nightlife Spot,1,8.4,Clouds
9890,349,Monday,20,Residence,-999,-999.0,Clouds
9890,349,Monday,20,Food,1,-999.0,Clouds
9890,349,Tuesday,6,Travel & Transport,-999,-999.0,Clouds
9890,349,Tuesday,6,Professional & Other Places,-999,-999.0,Clouds
9890,349,Tuesday,6,Residence,-999,-999.0,Clouds
9890,349,Tuesday,7,Outdoors & Recreation,-999,6.0,Clouds
9890,349,Tuesday,7,Shop & Service,-999,6.6,Clouds
9890,349,Tuesday,7,Travel & Transport,-999,-999.0,Clouds
9890,349,Tuesday,8,Shop & Service,-999,-999.0,Clouds
9890,349,Tuesday,8,Shop & Service,-999,6.2,Clouds
9890,349,Tuesday,9,Food,1,6.6,Clouds
9890,349,Tuesday,9,Food,1,-999.0,Clouds
9890,349,Tuesday,10,Residence,-999,-999.0,Clouds
9890,349,Wednesday,6,Residence,-999,-999.0,Clouds
9890,349,Wednesday,6,Professional & Other Places,-999,-999.0,Clouds
9890,349,Wednesday,6,Food,1,-999.0,Clouds
9890,349,Wednesday,16,Outdoors & Recreation,-999,-999.0,Clear
9890,349,Wednesday,16,Professional & Other Places,-999,-999.0,Clear
9890,349,Wednesday,17,Food,2,7.8,Clear
9890,349,Wednesday,17,Food,3,-999.0,Clear
9890,349,Wednesday,19,Shop & Service,-999,6.4,Clear
9890,349,Wednesday,20,Food,2,7.5,Clear
9890,349,Wednesday,22,Food,1,7.8,Clear
9890,349,Wednesday,22,Food,2,-999.0,Clear
9890,349,Friday,7,Professional & Other Places,-999,-999.0,Rain
9890,349,Friday,7,Professional & Other Places,-999,-999.0,Rain
9890,349,Friday,13,Travel & Transport,-999,9.1,Clouds
9890,349,Friday,13,Food,2,8.9,Clouds
9890,349,Friday,14,Shop & Service,-999,6.6,Clouds
9890,349,Friday,15,Food,2,8.2,Clouds
9890,349,Friday,16,Nightlife Spot,3,-999.0,Clouds
9890,349,Friday,19,Food,1,-999.0,Clouds
9890,349,Friday,19,Food,1,-999.0,Clouds
9890,349,Friday,19,Shop & Service,-999,-999.0,Clouds
9890,349,Friday,22,Residence,-999,-999.0,Clouds
9890,349,Friday,22,Food,1,-999.0,Clouds
9890,349,Saturday,10,Travel & Transport,-999,-999.0,Clouds
9890,349,Saturday,13,Shop & Service,-999,8.9,Clouds
9890,349,Saturday,13,Food,2,8.1,Clouds
9890,349,Saturday,15,Food,2,-999.0,Clouds
9890,349,Saturday,15,Nightlife Spot,2,7.6,Clouds
9890,349,Sunday,8,Residence,-999,-999.0,Clear
9890,349,Sunday,8,Food,1,-999.0,Clear
9890,349,Sunday,9,Food,1,6.1,Clear
9890,349,Sunday,9,Food,1,7.8,Clear
9890,349,Sunday,11,Outdoors & Recreation,-999,-999.0,Clouds
9890,349,Sunday,12,Food,1,6.2,Clouds
9890,349,Sunday,12,Shop & Service,-999,7.1,Clouds
9893,349,Wednesday,17,Shop & Service,-999,6.2,Clouds
9893,349,Wednesday,18,Food,3,-999.0,Clouds
9893,349,Wednesday,19,Food,3,9.0,Clear
9893,349,Wednesday,19,Nightlife Spot,2,-999.0,Clear
9893,349,Wednesday,19,Shop & Service,-999,8.8,Clear
9893,349,Wednesday,19,Shop & Service,-999,8.6,Clear
9893,349,Wednesday,19,Food,2,7.4,Clear
9893,349,Wednesday,21,Food,2,8.7,Clear
9893,349,Thursday,7,Travel & Transport,-999,-999.0,Clear
9893,349,Thursday,17,Food,2,7.3,Clear
9893,349,Friday,9,Food,1,7.3,Clear
9893,349,Friday,10,Outdoors & Recreation,-999,9.0,Clear
9893,349,Friday,10,Food,3,9.4,Clear
9893,349,Friday,10,Shop & Service,-999,-999.0,Clear
9893,349,Friday,11,Food,2,9.0,Clouds
9893,349,Friday,12,Food,1,6.1,Clouds
9893,349,Friday,16,Shop & Service,-999,9.3,Clouds
9893,349,Friday,16,Shop & Service,-999,-999.0,Clouds
9893,349,Saturday,11,Food,1,6.2,Clouds
9893,349,Saturday,12,Food,1,7.8,Clouds
9893,349,Saturday,12,Food,1,6.1,Clouds
9893,349,Saturday,13,Travel & Transport,-999,4.5,Clouds
9893,349,Saturday,13,Travel & Transport,-999,-999.0,Clouds
9893,349,Saturday,13,Professional & Other Places,-999,-999.0,Clouds
9893,349,Saturday,13,Travel & Transport,-999,-999.0,Clouds
9893,349,Saturday,13,Food,1,8.0,Clouds
9893,349,Saturday,14,Shop & Service,-999,7.7,Clouds
9893,349,Saturday,14,Outdoors & Recreation,-999,7.5,Clouds
9893,349,Saturday,14,Professional & Other Places,-999,9.1,Clouds
9893,349,Saturday,14,Shop & Service,-999,6.6,Clouds
9893,349,Saturday,14,Shop & Service,-999,6.5,Clouds
9893,349,Saturday,15,Food,1,6.0,Clouds
9893,349,Saturday,15,Food,1,7.3,Clouds
9893,349,Saturday,22,Travel & Transport,-999,-999.0,Clouds
9893,349,Sunday,16,Shop & Service,-999,8.0,Clouds
9893,349,Sunday,16,Shop & Service,-999,8.1,Clouds
9893,349,Sunday,20,Food,3,8.2,Clouds
9893,349,Sunday,20,Shop & Service,-999,-999.0,Clouds
9894,349,Monday,12,Shop & Service,-999,-999.0,Clouds
9894,349,Monday,12,Residence,-999,-999.0,Clouds
9894,349,Wednesday,17,Food,3,-999.0,Clouds
9894,349,Wednesday,17,Food,1,6.1,Clouds
9894,349,Wednesday,20,Travel & Transport,-999,7.0,Clouds
9894,349,Wednesday,21,Professional & Other Places,-999,-999.0,Clouds
9894,349,Thursday,18,Residence,-999,-999.0,Clouds
9894,349,Friday,8,Outdoors & Recreation,-999,-999.0,Clouds
9894,349,Friday,9,Shop & Service,-999,-999.0,Clouds
9894,349,Friday,9,Outdoors & Recreation,-999,9.2,Clouds
9894,349,Friday,12,Shop & Service,-999,-999.0,Clouds
9894,349,Friday,13,Professional & Other Places,-999,-999.0,Clouds
9894,349,Friday,13,Arts & Entertainment,-999,9.2,Clouds
9894,349,Friday,15,Food,4,-999.0,Clear
9894,349,Friday,15,Professional & Other Places,-999,-999.0,Clear
9894,349,Friday,16,Food,1,5.9,Clear
9894,349,Friday,16,Food,3,8.5,Clear
9894,349,Friday,16,Travel & Transport,-999,5.3,Clear
9895,349,Monday,10,Residence,-999,-999.0,Clouds
9895,349,Monday,10,Food,1,-999.0,Clouds
9895,349,Monday,10,Professional & Other Places,-999,-999.0,Clouds
9895,349,Monday,13,Shop & Service,-999,6.1,Clouds
9895,349,Thursday,6,Professional & Other Places,-999,-999.0,Clouds
9895,349,Thursday,6,Food,1,-999.0,Clouds
9895,349,Thursday,15,Food,2,-999.0,Clouds
9895,349,Friday,7,Professional & Other Places,-999,-999.0,Clear
9895,349,Friday,7,Travel & Transport,-999,-999.0,Clear
9895,349,Friday,7,Food,2,-999.0,Clear
9895,349,Friday,10,Food,2,7.3,Clear
9895,349,Friday,10,Food,2,6.1,Clear
9895,349,Friday,10,Food,2,8.0,Clear
9895,349,Friday,10,Food,2,8.6,Clear
9895,349,Friday,11,Arts & Entertainment,-999,6.4,Clear
9895,349,Friday,14,Travel & Transport,-999,5.3,Clear
9895,349,Friday,15,Travel & Transport,-999,8.6,Clouds
9895,349,Friday,16,Food,3,7.0,Clouds
9895,349,Friday,17,College & University,-999,-999.0,Clouds
9895,349,Saturday,8,Food,1,-999.0,Clear
9895,349,Saturday,8,Residence,-999,-999.0,Clear
9895,349,Saturday,9,Travel & Transport,-999,-999.0,Clear
9895,349,Saturday,9,Shop & Service,-999,-999.0,Clear
9895,349,Saturday,11,Food,1,7.8,Clear
9895,349,Saturday,11,Food,1,6.1,Clear
9895,349,Saturday,13,Shop & Service,-999,-999.0,Clouds
9895,349,Saturday,13,Travel & Transport,-999,4.5,Clouds
9895,349,Saturday,13,Food,2,7.6,Clouds
9895,349,Saturday,13,Nightlife Spot,2,-999.0,Clouds
9895,349,Saturday,15,Food,1,6.8,Clear
9895,349,Saturday,16,Food,2,7.3,Clear
9895,349,Saturday,16,Food,2,7.3,Clear
9895,349,Saturday,17,Food,3,8.2,Clear
9895,349,Saturday,17,Travel & Transport,-999,9.5,Clear
9895,349,Saturday,18,Food,3,-999.0,Clear
9895,349,Saturday,18,Food,2,-999.0,Clear
9895,349,Saturday,19,Outdoors & Recreation,-999,9.0,Clear
9895,349,Saturday,19,Professional & Other Places,-999,-999.0,Clear
9895,349,Saturday,20,Travel & Transport,-999,8.0,Clear
9895,349,Saturday,20,Food,4,9.0,Clear
9895,349,Sunday,18,Food,2,8.3,Clear
9896,349,Monday,7,Professional & Other Places,-999,-999.0,Clouds
9896,349,Monday,18,Food,1,-999.0,Clouds
9896,349,Tuesday,8,Food,1,-999.0,Fog
9896,349,Tuesday,9,Shop & Service,-999,-999.0,Clouds
9896,349,Tuesday,13,Shop & Service,-999,-999.0,Fog
9896,349,Tuesday,13,Food,1,-999.0,Fog
9896,349,Tuesday,13,Professional & Other Places,-999,-999.0,Fog
9896,349,Wednesday,15,Residence,-999,-999.0,Fog
9896,349,Wednesday,17,Professional & Other Places,-999,-999.0,Clouds
9896,349,Wednesday,17,Professional & Other Places,-999,-999.0,Clouds
9896,349,Wednesday,17,Outdoors & Recreation,-999,-999.0,Clouds
9896,349,Wednesday,18,Shop & Service,-999,-999.0,Clouds
9896,349,Wednesday,18,Food,1,7.3,Clouds
9896,349,Wednesday,18,Travel & Transport,-999,-999.0,Clouds
9896,349,Wednesday,19,Travel & Transport,-999,-999.0,Rain
9896,349,Wednesday,19,Professional & Other Places,-999,-999.0,Rain
9896,349,Wednesday,20,Shop & Service,-999,6.2,Rain
9896,349,Wednesday,21,Nightlife Spot,3,8.9,Clouds
9896,349,Wednesday,21,Nightlife Spot,2,8.4,Clouds
9896,349,Thursday,6,Travel & Transport,-999,-999.0,Clouds
9896,349,Thursday,6,Shop & Service,-999,-999.0,Clouds
9896,349,Thursday,7,Outdoors & Recreation,-999,-999.0,Rain
9896,349,Thursday,7,Food,1,5.3,Rain
9896,349,Thursday,7,Shop & Service,-999,8.5,Rain
9896,349,Thursday,7,Food,1,8.1,Rain
9896,349,Thursday,9,Shop & Service,-999,7.5,Clouds
9896,349,Thursday,9,Shop & Service,-999,7.4,Clouds
9896,349,Thursday,10,Food,-999,6.0,Clouds
9896,349,Thursday,13,Nightlife Spot,2,6.3,Clouds
9896,349,Thursday,15,Food,1,5.9,Clouds
9896,349,Thursday,16,Shop & Service,-999,8.5,Clouds
9896,349,Thursday,16,Food,2,-999.0,Clouds
9896,349,Thursday,16,Shop & Service,-999,7.9,Clouds
9896,349,Thursday,16,Professional & Other Places,-999,-999.0,Clouds
9896,349,Friday,9,Professional & Other Places,-999,-999.0,Clouds
9896,349,Friday,9,Travel & Transport,-999,5.3,Clouds
9896,349,Friday,9,Outdoors & Recreation,-999,9.1,Clouds
9896,349,Friday,10,Outdoors & Recreation,-999,9.7,Clouds
9896,349,Friday,10,Food,2,6.3,Clouds
9896,349,Friday,10,Outdoors & Recreation,-999,8.2,Clouds
9896,349,Friday,12,Professional & Other Places,-999,-999.0,Clouds
9896,349,Friday,12,Nightlife Spot,2,6.3,Clouds
9896,349,Friday,15,Food,2,9.4,Clouds
9896,349,Friday,15,Food,3,6.1,Clouds
9896,349,Friday,15,Nightlife Spot,3,6.0,Clouds
9896,349,Friday,17,Food,1,9.3,Clear
9896,349,Saturday,12,Shop & Service,-999,-999.0,Clear
9896,349,Saturday,12,Food,1,7.3,Clear
9896,349,Saturday,14,Food,3,-999.0,Clouds
9896,349,Saturday,15,Food,2,-999.0,Clouds
9896,349,Saturday,16,Shop & Service,-999,-999.0,Clouds
9896,349,Saturday,16,Food,4,-999.0,Clouds
9896,349,Saturday,17,Food,2,8.1,Clouds
9896,349,Saturday,17,Food,2,7.5,Clouds
9896,349,Saturday,17,Food,3,9.0,Clouds
9896,349,Saturday,19,Nightlife Spot,2,-999.0,Clouds
9896,349,Saturday,19,Shop & Service,-999,8.5,Clouds
9896,349,Saturday,20,Food,3,9.0,Clouds
9896,349,Saturday,22,Nightlife Spot,4,-999.0,Snow
9896,349,Saturday,23,Food,1,-999.0,Snow
9896,349,Saturday,23,Food,1,-999.0,Snow
9896,349,Sunday,14,Shop & Service,-999,-999.0,Clouds
9896,349,Sunday,14,Professional & Other Places,-999,-999.0,Clouds
9896,349,Sunday,19,Food,2,-999.0,Clouds
9897,349,Monday,8,Residence,-999,-999.0,Clear
9897,349,Monday,8,Food,1,-999.0,Clear
9897,349,Monday,8,Professional & Other Places,-999,-999.0,Clear
9897,349,Tuesday,12,Food,1,5.7,Fog
9897,349,Tuesday,12,Shop & Service,-999,6.5,Fog
9897,349,Tuesday,17,Food,1,-999.0,Clouds
9897,349,Wednesday,8,Shop & Service,-999,-999.0,Fog
9897,349,Wednesday,17,Professional & Other Places,-999,-999.0,Clear
9897,349,Wednesday,17,Outdoors & Recreation,-999,-999.0,Clear
9897,349,Wednesday,19,Nightlife Spot,2,7.9,Clear
9897,349,Wednesday,19,Food,2,8.8,Clear
9897,349,Wednesday,20,Travel & Transport,-999,9.5,Clear
9897,349,Wednesday,20,Food,3,-999.0,Clear
9897,349,Wednesday,20,Food,2,-999.0,Clear
9897,349,Wednesday,20,Food,3,-999.0,Clear
9897,349,Wednesday,21,Food,3,8.7,Clear
9897,349,Wednesday,21,Food,2,7.9,Clear
9897,349,Wednesday,21,Outdoors & Recreation,-999,6.9,Clear
9897,349,Wednesday,22,Food,3,-999.0,Clear
9897,349,Wednesday,22,Food,2,6.9,Clear
9897,349,Thursday,7,Travel & Transport,-999,-999.0,Clear
9897,349,Thursday,7,Shop & Service,-999,-999.0,Clear
9897,349,Thursday,7,Shop & Service,-999,-999.0,Clear
9897,349,Thursday,9,Residence,-999,-999.0,Clear
9897,349,Thursday,9,Professional & Other Places,-999,-999.0,Clear
9897,349,Thursday,9,Food,1,-999.0,Clear
9897,349,Sunday,14,Food,3,-999.0,Clear
9897,349,Sunday,14,Outdoors & Recreation,-999,-999.0,Clear
9897,349,Sunday,16,Food,1,8.9,Clear
9897,349,Sunday,16,Food,1,8.3,Clear
9897,349,Sunday,16,Food,1,7.5,Clear
9897,349,Sunday,18,Food,4,9.3,Clear
10021,354,Tuesday,17,Travel & Transport,-999,-999.0,Clear
10021,354,Tuesday,17,Travel & Transport,-999,-999.0,Clear
10021,354,Tuesday,17,Shop & Service,-999,5.7,Clear
10021,354,Tuesday,17,Professional & Other Places,-999,-999.0,Clear
10021,354,Tuesday,18,Outdoors & Recreation,-999,8.1,Clear
10021,354,Tuesday,19,Travel & Transport,-999,-999.0,Clear
10021,354,Tuesday,19,Outdoors & Recreation,-999,-999.0,Clear
10021,354,Tuesday,19,Travel & Transport,-999,-999.0,Clear
10021,354,Tuesday,19,Residence,-999,-999.0,Clear
10021,354,Tuesday,19,Travel & Transport,-999,-999.0,Clear
10021,354,Tuesday,20,Travel & Transport,-999,-999.0,Clear
10021,354,Tuesday,20,Food,1,7.5,Clear
10021,354,Tuesday,20,Food,1,5.6,Clear
10021,354,Tuesday,22,Shop & Service,-999,-999.0,Clouds
10021,354,Tuesday,22,Shop & Service,-999,5.5,Clouds
10021,354,Tuesday,22,Residence,-999,-999.0,Clouds
10021,354,Tuesday,22,Shop & Service,-999,-999.0,Clouds
10021,354,Wednesday,6,Shop & Service,-999,-999.0,Clouds
10021,354,Wednesday,8,Travel & Transport,-999,-999.0,Clear
10021,354,Wednesday,8,Travel & Transport,-999,-999.0,Clear
10021,354,Wednesday,8,Travel & Transport,-999,-999.0,Clear
10021,354,Wednesday,8,Arts & Entertainment,-999,-999.0,Clear
10021,354,Wednesday,8,Travel & Transport,-999,7.7,Clear
10021,354,Wednesday,8,Outdoors & Recreation,-999,8.1,Clear
10021,354,Wednesday,8,Outdoors & Recreation,-999,9.3,Clear
10021,354,Wednesday,8,Professional & Other Places,-999,-999.0,Clear
10021,354,Wednesday,8,Professional & Other Places,-999,-999.0,Clear
10021,354,Wednesday,8,Shop & Service,-999,9.2,Clear
10021,354,Wednesday,8,Professional & Other Places,-999,-999.0,Clear
10021,354,Wednesday,8,Food,2,9.1,Clear
10021,354,Wednesday,10,Professional & Other Places,-999,-999.0,Clear
10021,354,Wednesday,10,Professional & Other Places,-999,-999.0,Clear
10021,354,Wednesday,14,Professional & Other Places,-999,-999.0,Clear
10021,354,Wednesday,14,Food,1,-999.0,Clear
10021,354,Wednesday,14,College & University,-999,-999.0,Clear
10021,354,Wednesday,14,Travel & Transport,-999,-999.0,Clear
10021,354,Wednesday,14,Travel & Transport,-999,-999.0,Clear
10021,354,Wednesday,14,Food,1,4.9,Clear
10021,354,Wednesday,14,Shop & Service,-999,5.2,Clear
10021,354,Wednesday,14,Professional & Other Places,-999,-999.0,Clear
10021,354,Friday,8,Shop & Service,-999,-999.0,Clear
10021,354,Friday,8,Residence,-999,-999.0,Clear
10021,354,Sunday,17,Arts & Entertainment,-999,-999.0,Clear
10021,354,Sunday,17,Shop & Service,-999,-999.0,Clear
10022,354,Monday,8,Shop & Service,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,8,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,11,Travel & Transport,-999,-999.0,Clear
10022,354,Monday,12,Travel & Transport,-999,-999.0,Clouds
10022,354,Monday,12,Travel & Transport,-999,-999.0,Clouds
10022,354,Monday,12,Food,4,-999.0,Clouds
10022,354,Monday,12,Nightlife Spot,3,-999.0,Clouds
10022,354,Monday,12,Arts & Entertainment,-999,7.7,Clouds
10022,354,Monday,13,Food,1,-999.0,Clouds
10022,354,Monday,13,Shop & Service,-999,7.0,Clouds
10022,354,Monday,13,Food,2,8.6,Clouds
10022,354,Monday,13,Food,1,8.2,Clouds
10022,354,Monday,13,Food,1,-999.0,Clouds
10022,354,Monday,13,Food,1,-999.0,Clouds
10022,354,Monday,13,Food,3,8.3,Clear
10022,354,Monday,13,Food,1,-999.0,Clear
10022,354,Monday,13,Food,1,6.6,Clear
10022,354,Monday,13,Residence,-999,-999.0,Clear
10022,354,Monday,13,Food,2,-999.0,Clear
10022,354,Monday,13,Food,1,5.1,Clear
10022,354,Monday,13,Food,2,-999.0,Clear
10022,354,Monday,14,Shop & Service,-999,6.0,Clouds
10022,354,Monday,14,Arts & Entertainment,-999,6.2,Clouds
10022,354,Monday,19,Travel & Transport,-999,-999.0,Clouds
10022,354,Monday,19,Travel & Transport,-999,-999.0,Clouds
10022,354,Monday,19,Travel & Transport,-999,-999.0,Clouds
10022,354,Monday,19,Travel & Transport,-999,-999.0,Clouds
10022,354,Monday,19,Travel & Transport,-999,-999.0,Clouds
10022,354,Monday,19,Travel & Transport,-999,-999.0,Clouds
10022,354,Monday,19,Shop & Service,-999,5.5,Clouds
10022,354,Monday,19,Food,1,5.4,Clouds
10022,354,Monday,20,Food,1,4.8,Clouds
10022,354,Monday,21,Residence,-999,-999.0,Clouds
10022,354,Monday,21,Shop & Service,-999,-999.0,Clouds
10022,354,Tuesday,18,Shop & Service,-999,-999.0,Clouds
10022,354,Tuesday,18,Food,1,4.8,Clouds
10022,354,Tuesday,18,Food,1,-999.0,Clouds
10022,354,Tuesday,18,Nightlife Spot,2,-999.0,Clouds
10022,354,Tuesday,18,Food,1,-999.0,Clouds
10022,354,Tuesday,18,Shop & Service,-999,-999.0,Clouds
10022,354,Tuesday,18,Travel & Transport,-999,-999.0,Clouds
10022,354,Tuesday,18,Residence,-999,-999.0,Clouds
10022,354,Tuesday,18,Shop & Service,-999,5.2,Clouds
10022,354,Tuesday,21,Outdoors & Recreation,-999,-999.0,Clear
10022,354,Tuesday,21,Travel & Transport,-999,-999.0,Clear
10022,354,Tuesday,23,Shop & Service,-999,-999.0,Clear
10022,354,Wednesday,11,Food,1,6.9,Clouds
10022,354,Wednesday,11,Food,1,8.0,Clouds
10022,354,Wednesday,11,Shop & Service,-999,7.0,Clouds
10022,354,Wednesday,11,Arts & Entertainment,-999,-999.0,Clouds
10022,354,Wednesday,12,Travel & Transport,-999,-999.0,Clouds
10022,354,Wednesday,12,Nightlife Spot,3,6.0,Clouds
10022,354,Wednesday,12,Arts & Entertainment,-999,9.4,Clouds
10022,354,Wednesday,13,Professional & Other Places,-999,-999.0,Clouds
10022,354,Wednesday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Wednesday,15,Food,1,-999.0,Clouds
10022,354,Wednesday,22,Shop & Service,-999,-999.0,Clouds
10022,354,Wednesday,22,Shop & Service,-999,5.7,Clouds
10022,354,Wednesday,22,Nightlife Spot,2,-999.0,Clouds
10022,354,Wednesday,22,Food,1,-999.0,Clouds
10022,354,Thursday,6,Shop & Service,-999,-999.0,Clear
10022,354,Thursday,6,Shop & Service,-999,6.8,Clear
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,13,Shop & Service,-999,6.8,Clouds
10022,354,Thursday,14,Residence,-999,-999.0,Clouds
10022,354,Thursday,14,Travel & Transport,-999,-999.0,Clouds
10022,354,Thursday,17,Outdoors & Recreation,-999,-999.0,Clouds
10022,354,Thursday,17,Professional & Other Places,-999,-999.0,Clouds
